hours,pos,x6144plate_1,x6144col_1,x6144row_1,orf_name,bg,average,fitness
0,240001,2,1,1,"BFC1",415.75,NaN,NaN
0,220769,2,1,2,"BFC764",271,NaN,NaN
0,240769,2,1,3,"BFC764",385,NaN,NaN
0,220001,2,1,4,"BFC1",293.25,NaN,NaN
0,240002,2,1,5,"BFC2",354.25,NaN,NaN
0,220770,2,1,6,"BFC765",315.5,NaN,NaN
0,240770,2,1,7,"BFC765",323.5,NaN,NaN
0,220002,2,1,8,"BFC2",337.75,NaN,NaN
0,240003,2,1,9,"BFC3",292.75,NaN,NaN
0,220771,2,1,10,"BFC766",360,NaN,NaN
0,240771,2,1,11,"BFC766",262,NaN,NaN
0,220003,2,1,12,"BFC3",354.25,NaN,NaN
0,240004,2,1,13,"BFC4",319.25,NaN,NaN
0,220772,2,1,14,"BFC767",348.5,NaN,NaN
0,240772,2,1,15,"BFC767",376.5,NaN,NaN
0,220004,2,1,16,"BFC4",339.25,NaN,NaN
0,240005,2,1,17,"BFC5",352,NaN,NaN
0,220773,2,1,18,"BFC768",330,NaN,NaN
0,240773,2,1,19,"BFC768",327.5,NaN,NaN
0,220005,2,1,20,"BFC5",328.75,NaN,NaN
0,240006,2,1,21,"BFC6",342.5,NaN,NaN
0,220774,2,1,22,"BFC769",327.5,NaN,NaN
0,240774,2,1,23,"BFC769",357.5,NaN,NaN
0,220006,2,1,24,"BFC6",351.25,NaN,NaN
0,240007,2,1,25,"BFC7",344,NaN,NaN
0,220775,2,1,26,"BFC770",375,NaN,NaN
0,240775,2,1,27,"BFC770",330.5,NaN,NaN
0,220007,2,1,28,"BFC7",362,NaN,NaN
0,240008,2,1,29,"BFC8",351,NaN,NaN
0,220776,2,1,30,"BFC771",349,NaN,NaN
0,240776,2,1,31,"BFC771",371.5,NaN,NaN
0,220008,2,1,32,"BFC8",360.75,NaN,NaN
0,240009,2,1,33,"BFC9",366.75,NaN,NaN
0,220777,2,1,34,"BFC772",372.5,NaN,NaN
0,240777,2,1,35,"BFC772",362,NaN,NaN
0,220009,2,1,36,"BFC9",395,NaN,NaN
0,240010,2,1,37,"BFC10",373.5,NaN,NaN
0,220778,2,1,38,"BFC773",417.5,NaN,NaN
0,240778,2,1,39,"BFC773",385,NaN,NaN
0,220010,2,1,40,"BFC10",437.5,NaN,NaN
0,240011,2,1,41,"BFC11",365.25,NaN,NaN
0,220779,2,1,42,"BFC774",457.5,NaN,NaN
0,240779,2,1,43,"BFC774",345.5,NaN,NaN
0,220011,2,1,44,"BFC11",390.5,NaN,NaN
0,240012,2,1,45,"BFC12",343.25,NaN,NaN
0,220780,2,1,46,"BFC775",323.5,NaN,NaN
